0,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
152,baptiste  planckaert ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.77,65,kortrijk,baptiste-planckaert,34,45,0,1,6,315,56.58536585,0,0.022222222,0.133333333,7,54,0,0,2,161,75.02272727,0,0,0.037037037,2.981481481,4,0,0,0,0,110.25,0,0,0,0,2,0,0,0,10,0,0,0,5,74,0,1,8,476,51.8125,0,0.013513514,0.108108108,6.432432432,11,0.106796117,peloton-guy
153,mike  teunissen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,netherlands,1.84,73,ysselsteyn,mike-teunissen,30,55,1,2,16,658,29.96363636,0.018181818,0.036363636,0.290909091,11.96363636,80,0,0,8,358,71.30263158,0,0,0.1,4.475,11,0,0,0,0,71.9,0,0,0,0,7,0,0,2,260,0,0,0.285714286,37.14285714,37,0,0,9,725,25.27777778,0,0,0.243243243,19.59459459,2,0.01369863,peloton-guy
154,niccolò  bonifazio ,intermarché - circus - wanty,intermarche-circus-wanty-2023,italy,1.76,72,coni,niccolo-bonifazio,29,52,1,4,9,432,42.46341463,0.019230769,0.076923077,0.173076923,8.307692308,57,0,1,4,145,107.44,0,0.01754386,0.070175439,2.543859649,5,0,0,0,0,136.4,0,0,0,0,5,0,0,0,60,0,0,0,12,50,1,4,9,465,40.82352941,0.02,0.08,0.18,9.3,17,0.149122807,peloton-guy
155,lilian  calmejane ,intermarché - circus - wanty,intermarche-circus-wanty-2023,france,1.84,69,albi,lilian-calmejane,30,31,0,0,0,11,65.93548387,0,0,0,0.35483871,101,0,0,12,358,59.20430108,0,0,0.118811881,3.544554455,10,0,0,0,0,96.2,0,0,0,0,8,0,0,0,171,0,0,0,21.375,36,0,0,8,313,23.13333333,0,0,0.222222222,8.694444444,7,0.049295775,peloton-guy
156,adrien  petit ,intermarché - circus - wanty,intermarche-circus-wanty-2023,france,1.88,80,arras,adrien-petit,32,73,0,1,4,386,68.24590164,0,0.01369863,0.054794521,5.287671233,54,0,0,0,24,110.5952381,0,0,0,0.444444444,7,0,0,0,0,92.14285714,0,0,0,0,6,0,0,0,45,0,0,0,7.5,76,0,1,4,410,70.30188679,0,0.013157895,0.052631579,5.394736842,24,0.179104478,peloton-guy
157,dion  smith ,intermarché - circus - wanty,intermarche-circus-wanty-2023,new zealand,1.79,67,taupaki,dion-smith,30,28,0,0,3,63,47.61538462,0,0,0.107142857,2.25,95,1,2,12,478,64.6627907,0.010526316,0.021052632,0.126315789,5.031578947,10,0,0,0,0,74.5,0,0,0,0,11,0,0,0,160,0,0,0,14.54545455,33,1,1,5,409,39.76,0.03030303,0.03030303,0.151515152,12.39393939,10,0.07518797,peloton-guy
158,lorenzo  rota ,intermarché - circus - wanty,intermarche-circus-wanty-2023,italy,1.73,62,bergamo,lorenzo-rota,27,25,0,0,0,0,101.56,0,0,0,0,142,0,3,20,1101,43.35433071,0,0.021126761,0.14084507,7.753521127,14,0,0,0,0,97.64285714,0,0,0,0,7,0,0,0,148,0,0,0,21.14285714,69,0,2,17,1029,23.58928571,0,0.028985507,0.246376812,14.91304348,13,0.071823204,peloton-guy
159,biniam  girmay ,intermarché - circus - wanty,intermarche-circus-wanty-2023,eritrea,1.84,70,asmara,biniam-girmay,22,23,1,2,9,484,32.28571429,0.043478261,0.086956522,0.391304348,21.04347826,53,3,9,22,1136,29.35714286,0.056603774,0.169811321,0.41509434,21.43396226,4,0,0,0,0,69.75,0,0,0,0,1,0,0,0,5,0,0,0,5,52,3,9,21,1374,26,0.057692308,0.173076923,0.403846154,26.42307692,11,0.135802469,sprinter
160,loïc  vliegen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.84,70,rocourt,loic-vliegen,29,42,0,0,2,102,68.30555556,0,0,0.047619048,2.428571429,79,0,2,4,262,68.45,0,0.025316456,0.050632911,3.316455696,5,0,0,0,0,95.4,0,0,0,0,3,0,0,0,10,0,0,0,3.333333333,75,0,2,6,364,53.09433962,0,0.026666667,0.08,4.853333333,24,0.19047619,peloton-guy
161,taco van der hoorn ,intermarché - circus - wanty,intermarche-circus-wanty-2023,netherlands,1.87,73,rotterdam,taco-van-der-hoorn,29,75,3,5,7,567,76.72727273,0.04,0.066666667,0.093333333,7.56,75,1,1,2,149,112.0428571,0.013333333,0.013333333,0.026666667,1.986666667,10,0,0,0,0,123.5,0,0,0,0,9,0,0,0,80,0,0,0,8.888888889,66,2,3,5,508,65.13207547,0.03030303,0.045454545,0.075757576,7.696969697,13,0.08125,peloton-guy
162,boy van poppel ,intermarché - circus - wanty,intermarche-circus-wanty-2023,netherlands,1.86,78,utrecht,boy-van-poppel,35,88,0,1,7,278,59.21333333,0,0.011363636,0.079545455,3.159090909,51,0,0,0,59,106.1363636,0,0,0,1.156862745,7,0,0,0,0,107.4285714,0,0,0,0,7,0,0,0,50,0,0,0,7.142857143,74,0,1,4,308,55.89285714,0,0.013513514,0.054054054,4.162162162,19,0.129251701,peloton-guy
163,sven erik  bystrøm ,intermarché - circus - wanty,intermarche-circus-wanty-2023,norway,1.88,73,haugesund,sven-erik-bystrom,31,46,0,0,0,101,75.48717949,0,0,0,2.195652174,93,0,0,5,261,69.2,0,0,0.053763441,2.806451613,9,0,0,0,0,83.11111111,0,0,0,0,9,0,0,1,180,0,0,0.111111111,20,57,0,0,1,329,51.4375,0,0,0.01754386,5.771929825,9,0.060810811,peloton-guy
164,aimé de gendt ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.82,75,denderhoutem,aime-de-gendt,28,59,0,1,2,212,73.05555556,0,0.016949153,0.033898305,3.593220339,64,0,1,2,213,91.15517241,0,0.015625,0.03125,3.328125,8,0,0,0,0,107.375,0,0,0,0,6,0,0,0,78,0,0,0,13,58,0,2,4,425,49.63265306,0,0.034482759,0.068965517,7.327586207,10,0.076335878,peloton-guy
165,georg  zimmermann ,intermarché - circus - wanty,intermarche-circus-wanty-2023,germany,1.81,70,augsburg,georg-zimmermann,25,26,0,0,1,62,75.20833333,0,0,0.038461538,2.384615385,100,0,1,9,343,52.07954545,0,0.01,0.09,3.43,9,0,0,0,0,102.3333333,0,0,0,0,5,0,0,0,134,0,0,0,26.8,42,0,1,8,360,37.35294118,0,0.023809524,0.19047619,8.571428571,11,0.081481481,peloton-guy
166,simone  petilli ,intermarché - circus - wanty,intermarche-circus-wanty-2023,italy,1.78,65,bellano,simone-petilli,29,30,0,0,0,0,91.23333333,0,0,0,0,125,0,0,2,185,53.68421053,0,0,0.016,1.48,10,0,0,0,0,102,0,0,0,0,12,0,0,0,135,0,0,0,11.25,49,0,0,1,172,48.375,0,0,0.020408163,3.510204082,9,0.054545455,peloton-guy
167,gerben  thijssen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.74,74,genk,gerben-thijssen,24,48,2,6,16,573,35.09756098,0.041666667,0.125,0.333333333,11.9375,37,0,0,0,6,117.3030303,0,0,0,0.162162162,3,0,0,0,0,115.3333333,0,0,0,0,4,0,0,0,15,0,0,0,3.75,41,1,4,10,445,42.70588235,0.024390244,0.097560976,0.243902439,10.85365854,11,0.125,peloton-guy
168,kobe  goossens ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.78,64,leuven,kobe-goossens,26,21,0,0,0,0,77.27777778,0,0,0,0,92,2,2,8,325,53.96341463,0.02173913,0.02173913,0.086956522,3.532608696,11,0,0,0,0,58.81818182,0,0,0,0,6,0,0,0,106,0,0,0,17.66666667,34,2,2,7,310,38.30769231,0.058823529,0.058823529,0.205882353,9.117647059,13,0.10483871,peloton-guy
169,rune  herregodts ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.81,70,aalst,rune-herregodts,24,16,1,1,3,165,71.57142857,0.0625,0.0625,0.1875,10.3125,26,0,2,3,160,48.78947368,0,0.076923077,0.115384615,6.153846154,2,0,0,1,24,11.5,0,0,0.5,12,,,,,,,,,,37,1,3,6,325,49.62068966,0.027027027,0.081081081,0.162162162,8.783783784,9,0.204545455,peloton-guy
170,arne  marit ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.85,72,galmaarden,arne-marit,24,38,0,0,9,264,38.47058824,0,0,0.236842105,6.947368421,14,1,1,1,145,73.22222222,0.071428571,0.071428571,0.071428571,10.35714286,1,0,0,0,0,116,0,0,0,0,1,0,0,0,5,0,0,0,5,46,1,1,10,409,42.16216216,0.02173913,0.02173913,0.217391304,8.891304348,9,0.166666667,peloton-guy
171,hugo  page ,intermarché - circus - wanty,intermarche-circus-wanty-2023,france,1.85,71,chartres,hugo-page,21,19,0,2,3,89,38.0625,0,0.105263158,0.157894737,4.684210526,37,0,1,7,266,43.73529412,0,0.027027027,0.189189189,7.189189189,3,0,0,0,0,65,0,0,0,0,3,0,0,0,34,0,0,0,11.33333333,35,0,2,4,303,45.96774194,0,0.057142857,0.114285714,8.657142857,6,0.1,peloton-guy
172,laurens  huys ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.62,61,none,laurens-huys,24,11,0,0,0,0,80.9,0,0,0,0,64,0,0,0,60,70.2244898,0,0,0,0.9375,4,0,0,0,0,110.5,0,0,0,0,4,0,0,0,20,0,0,0,5,48,0,0,0,60,62.91176471,0,0,0,1.25,16,0.202531646,rookie
173,julius  johansen ,intermarché - circus - wanty,intermarche-circus-wanty-2023,denmark,1.88,75,blovstrød,julius-johansen,23,36,0,0,0,10,76.97058824,0,0,0,0.277777778,44,0,0,0,5,113.8536585,0,0,0,0.113636364,6,0,0,0,0,54,0,0,0,0,7,0,0,0,50,0,0,0,7.142857143,24,0,0,0,15,68.85714286,0,0,0,0.625,3,0.034883721,rookie
174,madis  mihkels ,intermarché - circus - wanty,intermarche-circus-wanty-2023,estonia,1.84,75,tartu,madis-mihkels,19,3,0,0,1,40,20.5,0,0,0.333333333,13.33333333,4,0,0,2,50,12,0,0,0.5,12.5,,,,,,,,,,,,,,,,,,,,7,0,0,3,90,15.4,0,0,0.428571429,12.85714286,2,0.285714286,rookie
175,laurenz  rex ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.93,82,marbourg,laurenz-rex,23,46,0,0,1,94,56.80555556,0,0,0.02173913,2.043478261,13,0,0,1,28,66,0,0,0.076923077,2.153846154,1,0,0,0,0,134,0,0,0,0,1,0,0,0,5,0,0,0,5,53,0,0,2,122,57,0,0,0.037735849,2.301886792,14,0.229508197,rookie
176,tom  paquot ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.84,70,rocourt,tom-paquot,23,29,0,0,1,22,79.16,0,0,0.034482759,0.75862069,40,0,1,2,76,56.75,0,0.025,0.05,1.9,,,,,,,,,,,1,0,0,0,5,0,0,0,5,63,0,1,3,98,64.33333333,0,0.015873016,0.047619048,1.555555556,23,0.323943662,rookie
177,dries de pooter ,intermarché - circus - wanty,intermarche-circus-wanty-2023,belgium,1.81,66,geel,dries-de-pooter,20,16,0,0,0,13,50.30769231,0,0,0,0.8125,5,0,0,0,0,41,0,0,0,0,,,,,,,,,,,,,,,,,,,,21,0,0,0,13,47.72222222,0,0,0,0.619047619,3,0.142857143,rookie
178,primož  roglič ,jumbo-visma,team-jumbo-visma-2023,slovenia,1.77,65,trbovlje,primoz-roglic,33,42,0,1,2,56,39.16666667,0,0.023809524,0.047619048,1.333333333,152,19,49,76,3794,17.17567568,0.125,0.322368421,0.5,24.96052632,20,10,13,18,1146,3.75,0.5,0.65,0.9,57.3,13,9,11,12,3450,0.692307692,0.846153846,0.923076923,265.3846154,18,5,6,9,1336,17.05882353,0.277777778,0.333333333,0.5,74.22222222,1,0.004672897,all-rounder
179,robert  gesink ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.89,70,varsseveld,robert-gesink,36,32,0,0,0,0,99.76666667,0,0,0,0,135,0,1,2,185,57.52631579,0,0.007407407,0.014814815,1.37037037,11,0,0,0,0,52.54545455,0,0,0,0,13,0,0,0,173,0,0,0,13.30769231,17,0,0,0,119,45.0625,0,0,0,7,3,0.016853933,peloton-guy
180,wout van aert ,jumbo-visma,team-jumbo-visma-2023,belgium,1.9,78,herentals,wout-van-aert,28,42,7,16,20,1883,21.15384615,0.166666667,0.380952381,0.476190476,44.83333333,98,11,33,44,4437,30.09473684,0.112244898,0.336734694,0.448979592,45.2755102,13,5,9,12,1000,2.25,0.384615385,0.692307692,0.923076923,76.92307692,7,0,1,1,505,0,0.142857143,0.142857143,72.14285714,44,7,19,27,4548,12.92105263,0.159090909,0.431818182,0.613636364,103.3636364,8,0.051948052,all-rounder
181,wilco  kelderman ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.85,65,amersfoort,wilco-kelderman,31,40,0,0,1,14,48.60526316,0,0,0.025,0.35,142,0,4,30,639,30.67153285,0,0.028169014,0.211267606,4.5,19,0,0,3,33,33.84210526,0,0,0.157894737,1.736842105,12,0,0,6,1156,0,0,0.5,96.33333333,18,0,1,1,128,41.2,0,0.055555556,0.055555556,7.111111111,6,0.029850746,climber
182,rohan  dennis ,jumbo-visma,team-jumbo-visma-2023,australia,1.82,72,adelaide,rohan-dennis,32,26,0,0,0,0,119.56,0,0,0,0,104,1,4,6,134,66.74,0.009615385,0.038461538,0.057692308,1.288461538,17,3,6,12,709,9,0.176470588,0.352941176,0.705882353,41.70588235,14,0,1,3,547,0,0.071428571,0.214285714,39.07142857,1,0,0,0,0,,0,0,0,0,3,0.020408163,climber
183,tiesj  benoot ,jumbo-visma,team-jumbo-visma-2023,belgium,1.9,72,ghent,tiesj-benoot,29,45,1,2,4,448,56.55813953,0.022222222,0.044444444,0.088888889,9.955555556,107,0,5,27,1523,42.83168317,0,0.046728972,0.252336449,14.23364486,13,0,0,0,0,56.53846154,0,0,0,0,9,0,0,3,525,0,0,0.333333333,58.33333333,47,1,6,17,1738,19.14634146,0.021276596,0.127659574,0.361702128,36.9787234,6,0.036363636,climber
184,steven  kruijswijk ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.78,63,nuenen,steven-kruijswijk,35,32,0,0,0,0,60.06451613,0,0,0,0,121,0,2,16,227,34.57894737,0,0.016528926,0.132231405,1.876033058,15,0,0,5,69,34.6,0,0,0.333333333,4.6,13,0,1,4,927,0,0.076923077,0.307692308,71.30769231,6,0,0,0,17,38.75,0,0,0,2.833333333,6,0.035714286,climber
185,christophe  laporte ,jumbo-visma,team-jumbo-visma-2023,france,1.91,76,la seyne-sur-mer,christophe-laporte,30,53,2,5,20,887,27.1,0.037735849,0.094339623,0.377358491,16.73584906,98,3,11,14,1323,78.28409091,0.030612245,0.112244898,0.142857143,13.5,12,0,0,2,6,54,0,0,0.166666667,0.5,8,0,0,0,94,0,0,0,11.75,47,3,8,15,1672,28.31578947,0.063829787,0.170212766,0.319148936,35.57446809,12,0.073619632,sprinter
186,dylan van baarle ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.87,78,voorburg,dylan-van-baarle,30,63,1,1,2,385,87.49180328,0.015873016,0.015873016,0.031746032,6.111111111,152,3,5,17,1519,56.08053691,0.019736842,0.032894737,0.111842105,9.993421053,17,0,0,4,40,35.94117647,0,0,0.235294118,2.352941176,14,0,0,0,299,0,0,0,21.35714286,34,3,5,11,1755,32.77419355,0.088235294,0.147058824,0.323529412,51.61764706,2,0.00862069,climber
187,jonas  vingegaard ,jumbo-visma,team-jumbo-visma-2023,denmark,1.75,60,hillerslev,jonas-vingegaard-rasmussen,26,27,0,0,0,4,81.85185185,0,0,0,0.148148148,100,6,14,30,1257,39.55789474,0.06,0.14,0.3,12.57,13,0,4,8,220,21.69230769,0,0.307692308,0.615384615,16.92307692,12,1,5,6,1609,0.083333333,0.416666667,0.5,134.0833333,21,1,1,2,302,52.5,0.047619048,0.047619048,0.095238095,14.38095238,5,0.035714286,climber
188,jos van emden ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.86,78,schiedam,jos-van-emden,38,52,0,0,0,38,81.04,0,0,0,0.730769231,94,0,0,0,30,97.36470588,0,0,0,0.319148936,20,0,2,4,108,22.61111111,0,0.1,0.2,5.4,13,0,0,0,75,0,0,0,5.769230769,22,0,0,0,68,77.25,0,0,0,3.090909091,9,0.054216867,peloton-guy
189,sam  oomen ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.77,65,tilburg,sam-oomen,27,29,0,0,0,1,40.60714286,0,0,0,0.034482759,113,0,0,1,107,35.83636364,0,0,0.008849558,0.946902655,15,0,0,0,0,61.33333333,0,0,0,0,8,0,0,3,425,0,0,0.375,53.125,16,0,0,0,95,45.3125,0,0,0,5.9375,1,0.006369427,peloton-guy
190,sepp  kuss ,jumbo-visma,team-jumbo-visma-2023,united states,1.8,61,durango,sepp-kuss,28,51,0,0,0,0,77.33333333,0,0,0,0,167,2,4,29,665,42.27439024,0.011976048,0.023952096,0.173652695,3.982035928,21,0,0,1,6,68.61904762,0,0,0.047619048,0.285714286,17,0,0,2,959,0,0,0.117647059,56.41176471,12,0,1,1,103,40,0,0.083333333,0.083333333,8.583333333,1,0.0041841,climber
191,tosh van der sande ,jumbo-visma,team-jumbo-visma-2023,belgium,1.78,67,wijnegem,tosh-van-der-sande,32,54,0,2,4,207,61.90384615,0,0.037037037,0.074074074,3.833333333,110,0,3,6,342,75.78787879,0,0.027272727,0.054545455,3.109090909,15,0,0,0,0,123.9333333,0,0,0,0,12,0,0,0,100,0,0,0,8.333333333,48,0,3,5,428,62.59459459,0,0.0625,0.104166667,8.916666667,13,0.072625698,peloton-guy
192,jan  tratnik ,jumbo-visma,team-jumbo-visma-2023,slovenia,1.73,67,ljubljana,jan-tratnik,33,43,0,0,1,61,105.4878049,0,0,0.023255814,1.418604651,126,1,3,6,506,84.64102564,0.007936508,0.023809524,0.047619048,4.015873016,19,0,1,4,96,25.52631579,0,0.052631579,0.210526316,5.052631579,12,0,0,0,130,0,0,0,10.83333333,31,0,0,2,363,48,0,0,0.064516129,11.70967742,10,0.053191489,peloton-guy
193,timo  roosen ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.94,78,tilburg,timo-roosen,30,49,0,1,3,177,60.36170213,0,0.020408163,0.06122449,3.612244898,64,0,0,1,125,77.53571429,0,0,0.015625,1.953125,8,0,0,0,0,81.875,0,0,0,0,10,0,0,0,54,0,0,0,5.4,45,0,0,3,284,61.62162162,0,0,0.066666667,6.311111111,8,0.066115702,peloton-guy
194,olav  kooij ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.84,72,numansdorp,olav-kooij,21,31,2,6,15,518,36.87096774,0.064516129,0.193548387,0.483870968,16.70967742,20,0,3,5,116,80.26315789,0,0.15,0.25,5.8,5,0,0,0,0,104.8,0,0,0,0,6,0,0,0,30,0,0,0,5,15,1,2,4,342,46.42857143,0.066666667,0.133333333,0.266666667,22.8,1,0.01754386,peloton-guy
195,koen  bouwman ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.78,60,ulft,koen-bouwman,29,35,0,0,0,0,93.62857143,0,0,0,0,105,2,2,5,251,54.80808081,0.019047619,0.019047619,0.047619048,2.39047619,16,0,0,0,0,52.6875,0,0,0,0,10,0,0,0,268,0,0,0,26.8,17,0,0,0,45,66.76923077,0,0,0,2.647058824,5,0.032051282,peloton-guy
196,attila  valter ,jumbo-visma,team-jumbo-visma-2023,hungary,1.85,65,csömör,attila-valter,24,23,0,0,0,0,78.30434783,0,0,0,0,82,0,2,10,410,41.59493671,0,0.024390244,0.12195122,5,11,0,0,0,0,65.18181818,0,0,0,0,7,0,0,0,159,0,0,0,22.71428571,20,0,0,4,312,32.76470588,0,0,0.2,15.6,3,0.025862069,peloton-guy
197,tobias  foss ,jumbo-visma,team-jumbo-visma-2023,norway,1.84,74,vingrom,tobias-foss,25,15,0,1,2,79,60.4,0,0.066666667,0.133333333,5.266666667,55,0,0,2,69,51.74509804,0,0,0.036363636,1.254545455,10,1,2,6,355,9.2,0.1,0.2,0.6,35.5,4,0,0,1,225,0,0,0.25,56.25,12,0,1,2,124,59.11111111,0,0.083333333,0.166666667,10.33333333,3,0.0375,climber
198,edoardo  affini ,jumbo-visma,team-jumbo-visma-2023,italy,1.92,80,mantua,edoardo-affini,26,49,0,2,2,149,83.5,0,0.040816327,0.040816327,3.040816327,75,0,0,0,41,112.5,0,0,0,0.546666667,14,0,4,5,257,15.07692308,0,0.285714286,0.357142857,18.35714286,7,0,0,0,65,0,0,0,9.285714286,41,0,0,0,84,95.40909091,0,0,0,2.048780488,19,0.137681159,peloton-guy
199,nathan van hooydonck ,jumbo-visma,team-jumbo-visma-2023,belgium,1.93,78,gooreind,nathan-van-hooydonck,27,38,0,1,2,222,66,0,0.026315789,0.052631579,5.842105263,87,0,0,0,107,89.91463415,0,0,0,1.229885057,10,0,0,0,0,58.11111111,0,0,0,0,6,0,0,0,55,0,0,0,9.166666667,45,0,1,2,329,53.44736842,0,0.022222222,0.044444444,7.311111111,7,0.051851852,peloton-guy
200,lennard  hofstede ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.86,73,poeldijk,lennard-hofstede,28,35,0,0,0,0,95.65625,0,0,0,0,102,0,0,0,31,98.32608696,0,0,0,0.303921569,9,0,0,0,0,116.7777778,0,0,0,0,13,0,0,0,100,0,0,0,7.692307692,18,0,0,0,30,87.25,0,0,0,1.666666667,12,0.082191781,peloton-guy
201,mick van dijke ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.9,74,colijnsplaat,mick-van-dijke,22,21,0,0,1,56,63.27777778,0,0,0.047619048,2.666666667,18,0,0,1,34,53.75,0,0,0.055555556,1.888888889,3,0,0,1,6,20,0,0,0.333333333,2,2,0,0,0,10,0,0,0,5,26,0,0,1,88,51.80952381,0,0,0.038461538,3.384615385,4,0.093023256,rookie
202,gijs  leemreize ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.9,74,ruurlo,gijs-leemreize,23,7,0,0,0,0,93.57142857,0,0,0,0,42,0,2,5,135,62.41025641,0,0.047619048,0.119047619,3.214285714,7,0,0,0,0,59.14285714,0,0,0,0,5,0,0,0,54,0,0,0,10.8,11,0,0,0,15,69.375,0,0,0,1.363636364,2,0.035714286,rookie
203,thomas  gloag ,jumbo-visma,team-jumbo-visma-2023,great britain,1.75,60,east dulwich,thomas-gloag,21,6,0,0,0,18,63,0,0,0,3,5,0,0,1,31,18,0,0,0.2,6.2,,,,,,,,,,,1,0,0,0,8,0,0,0,8,5,0,0,0,45,37,0,0,0,9,1,0.090909091,rookie
204,tim van dijke ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.9,74,goes,tim-van-dijke,22,9,0,0,0,8,56.25,0,0,0,0.888888889,6,0,0,0,5,76,0,0,0,0.833333333,,,,,,,,,,,1,0,0,0,5,0,0,0,5,10,0,0,0,13,68,0,0,0,1.3,1,0.0625,rookie
205,michel  hessmann ,jumbo-visma,team-jumbo-visma-2023,germany,1.9,78,münster,michel-hessmann,21,13,0,0,0,0,90.5,0,0,0,0,13,0,0,0,22,84.61538462,0,0,0,1.692307692,4,0,0,2,6,49.5,0,0,0.5,1.5,3,0,0,0,15,0,0,0,5,10,0,0,0,22,76.77777778,0,0,0,2.2,1,0.032258065,rookie
206,milan  vader ,jumbo-visma,team-jumbo-visma-2023,netherlands,1.73,63,middelburg,milan-vader,27,2,0,0,0,0,54,0,0,0,0,9,0,0,1,13,35.75,0,0,0.111111111,1.444444444,1,0,0,0,0,29,0,0,0,0,1,0,0,0,10,0,0,0,10,2,0,0,0,10,42,0,0,0,5,1,0.083333333,rookie
207,josé joaquín  rojas ,movistar team,movistar-team-2023,spain,1.77,70,cieza,jose-joaquin-rojas,37,45,0,0,1,74,43.46666667,0,0,0.022222222,1.644444444,147,0,1,5,225,52.67625899,0,0.006802721,0.034013605,1.530612245,15,0,0,0,0,108.3333333,0,0,0,0,12,0,0,0,179,0,0,0,14.91666667,27,0,0,3,205,34.4,0,0,0.111111111,7.592592593,7,0.033816425,peloton-guy
208,enric  mas ,movistar team,movistar-team-2023,spain,1.77,61,artà,enric-mas,28,45,0,0,2,19,50.93023256,0,0,0.044444444,0.422222222,167,2,13,47,1502,24.55828221,0.011976048,0.077844311,0.281437126,8.994011976,18,0,0,5,46,30.61111111,0,0,0.277777778,2.555555556,16,1,3,9,2102,0.0625,0.1875,0.5625,131.375,21,1,3,7,617,29,0.047619048,0.142857143,0.333333333,29.38095238,2,0.008695652,climber
209,fernando  gaviria ,movistar team,movistar-team-2023,colombia,1.8,71,la ceja,fernando-gaviria,28,64,3,15,31,1055,21.875,0.046875,0.234375,0.484375,16.484375,106,2,7,12,523,103.3052632,0.018867925,0.066037736,0.113207547,4.933962264,13,0,0,0,0,90.92307692,0,0,0,0,11,0,0,0,100,0,0,0,9.090909091,37,0,3,7,622,30.77272727,0,0.081081081,0.189189189,16.81081081,15,0.081967213,sprinter
210,gorka  izagirre ,movistar team,movistar-team-2023,spain,1.76,66,ormaiztegi,gorka-izagirre,35,48,0,0,0,5,57.69565217,0,0,0,0.104166667,170,1,1,12,675,46.58579882,0.005882353,0.005882353,0.070588235,3.970588235,17,0,0,0,0,65.46666667,0,0,0,0,16,0,0,1,456,0,0,0.0625,28.5,32,1,1,6,605,31.375,0.03125,0.03125,0.1875,18.90625,2,0.008510638,peloton-guy
211,nelson  oliveira ,movistar team,movistar-team-2023,portugal,1.8,67,anadia,nelson-oliveira,34,47,0,0,0,5,81.60869565,0,0,0,0.106382979,161,0,0,6,218,61.80769231,0,0,0.037267081,1.354037267,21,0,1,4,273,20.61904762,0,0.047619048,0.19047619,13,14,0,0,0,220,0,0,0,15.71428571,19,0,0,0,143,43.3125,0,0,0,7.526315789,5,0.021834061,peloton-guy
212,ruben  guerreiro ,movistar team,movistar-team-2023,portugal,1.78,65,montijo,ruben-guerreiro,28,36,0,0,0,0,63.4,0,0,0,0,121,2,4,15,608,33.07079646,0.016528926,0.033057851,0.123966942,5.024793388,16,0,0,0,0,59.9375,0,0,0,0,11,0,0,2,486,0,0,0.181818182,44.18181818,24,1,1,3,306,28.78947368,0.041666667,0.041666667,0.125,12.75,8,0.046242775,peloton-guy
213,alex  aranburu ,movistar team,movistar-team-2023,spain,1.78,63,ezkio-itsaso,alex-aranburu,27,34,0,1,5,234,65.6969697,0,0.029411765,0.147058824,6.882352941,112,1,6,21,948,57.70192308,0.008928571,0.053571429,0.1875,8.464285714,10,0,1,2,52,53.6,0,0.1,0.2,5.2,8,0,0,0,91,0,0,0,11.375,46,0,2,8,798,29.05128205,0,0.043478261,0.173913043,17.34782609,6,0.038461538,peloton-guy
